name,latitude,longitude,review_count,rating,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,verified,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,Website_known,Phone_known,main_category,geo_cluster
Casa Bravo Furniture,25.2735761,55.3483323,-0.049030607393442685,-0.8769143529508521,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Cemetery Kloster Marienthal,50.0050493,7.9489133,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,2
WHITE Collection,50.1220931,8.6747567,-0.1375377781490995,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,2
قلعة,25.2631396,55.2954169,-0.1375377781490995,-1.9204856003355781,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Museum,0
Aster Pharmacy - Al Tawuun,25.3141939,55.375435,-0.12809980970359108,0.16665689443387402,3 PM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,0
Jack's Casino Deventer,52.2529321,6.165658199999999,-0.10586815069861567,-1.1750775664893454,10 AM-3 AM,10 AM-3 AM,10 AM-3 AM,10 AM-3 AM,10 AM-3 AM,10 AM-3 AM,10 AM-3 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Gulf Veterinary Centre,25.2464313,55.306953,-0.1371183128848547,-2.964056847720304,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Car,0
Foodland Supermarket LLC,25.1951718,55.2657998,-0.1308263339211824,0.16665689443387402,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Supermarket,0
Regina Beauty Lounge,25.286415,55.3905213,-0.08363649169364026,0.16665689443387402,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
Bissan Medical Center مركز بيسان الطبي B.M.C,25.3414961,55.3857335,-0.09873724120645375,0.464820107972366,3-9 PM,9:30 AM-9 PM,9:30 AM-9 PM,9:30 AM-9 PM,9:30 AM-9 PM,9:30 AM-9 PM,9:30 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Car,0
Driessen Schilderwerken,52.0847657,5.238535499999999,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Mark's Funeral & Cremation,40.4661962,-104.8846401,-0.13439178866726337,0.017575287664626682,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Service,3
"Aster Pharmacy - Dafco Building, Sharjah",25.3125095,55.3764367,-0.13250419497816168,0.16665689443387402,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,9 AM-1 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Pharmacy,0
D.V. Clothing,25.2635538,55.293591,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Dhaid Rd 4th Airport Interchange,25.316865,55.524898,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
OBA Roelof Hartplein,52.3525825,4.8827737,-0.12684141391085663,-0.727832746181606,9:30 AM-5:30 PM,Closed,1-4:30 PM,2-5:30 PM,9:30 AM-5:30 PM,9:30 AM-5:30 PM,9:30 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,1
Jenna's Jewelers,40.7730096,-73.33466469999999,-0.13376259077089614,0.7629833215108593,10 AM-5 PM,10 AM-5 PM,Closed,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,4
lepidus beauty,50.1039559,8.766968799999999,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,2
Library Hilversum,52.2273289,5.1671329,-0.11614504967261374,0.16665689443387402,9 AM-8 PM,11 AM-5 PM,Closed,9 AM-8 PM,9 AM-8 PM,9 AM-8 PM,9 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,1
HSBC ATM - Ajman City Centre,25.3994179,55.4797728,-0.13648911498848748,-1.9204856003355781,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
THE BMS,23.6269232,53.7146,-0.13774751078122194,-1.9204856003355781,11 AM-3 AM,11 AM-3 AM,11 AM-3 AM,11 AM-3 AM,11 AM-3 AM,11 AM-3 AM,11 AM-3 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Yokohama Shoes,25.3585564,55.3900957,-0.13774751078122194,-3.4113016680280435,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Ahmed Ali Al Owais Real Estate & Alowais Auto mobiles,25.2718189,55.3442168,-0.13669884762060988,0.31573850120312,7:30 AM-3 PM,7:30 AM-1 PM,Closed,7:30 AM-3 PM,7:30 AM-3 PM,7:30 AM-3 PM,7:30 AM-3 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
CARS STUDIO FOR CAR POLISH SERVICES CO LLC,25.1409935,55.2242801,-0.12054943494718434,1.0611465350493527,9 AM-7 PM,9 AM-7 PM,Closed,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Bank of Bahrain & Kuwait BSC,25.262348,55.314694,-0.1371183128848547,-0.4296695326431127,8 AM-1 AM,Closed,Closed,8 AM-3 PM,8 AM-3 PM,8 AM-3 PM,8 AM-3 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,0
CM Immobilien Service GmbH,50.1133053,8.6778488,-0.13606964972424265,-0.4296695326431127,8:30 AM-1 PM,Closed,Closed,8:30 AM-1 PM,8:30 AM-1 PM,8:30 AM-1 PM,8:30 AM-1 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,2
"Cafe Di Roma • Al Rahmaniya, Sharjah | Coffee & Desserts",25.3305193,55.599842,-0.13250419497816168,0.017575287664626682,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Louis bakery,15.0244946,120.6575159,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
ZOOM | 4021,25.2706667,55.333,-0.13774751078122194,-0.4296695326431127,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,0
Sharjah Islamic Bank ATM,25.2224657,55.6141506,-0.13774751078122194,1.0611465350493527,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,0
Al ANDLOS CONTRACTING Co L L C,25.2971387,55.3604483,-0.13187499708179445,0.464820107972366,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
AMX Germany GmbH,50.1103874,8.653730999999999,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,2
Perla Baking Company,30.7205675,-86.1137701,-0.08216836326878339,0.16665689443387402,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,5
DAR AL ZAIN GROCERY,25.174652,55.3379222,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Point Beach State Forest,44.1831647,-87.5275709,0.05310918445017077,0.6139017147416134,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,5
Pilson Chrysler Dodge Jeep Ram Fiat,39.4606735,-88.3762088,0.24061015756760493,0.6139017147416134,8 AM-6 PM,8 AM-4 PM,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,5
FLOWERS KINGDOM TRADING,25.244833,55.300375,-0.13606964972424265,-0.8769143529508521,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,8 AM-11 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
North Carolina Museum of Art,35.809885699999995,-78.7025784,1.906935919780149,0.7629833215108593,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,Closed,10 AM-5 PM,10 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,4
Pusan Trading Co LLC,25.2705212,55.3059302,-0.13648911498848748,0.464820107972366,Closed,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Afw|technologies,50.1155225,8.6586497,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,2
Nord-Ost-Kirche,50.1201773,8.7012059,-0.13208472971391685,0.464820107972366,5-9 PM,8:30 AM-7 PM,10:15-11:30 AM,3:30-5 PM,3-8:30 PM,3-4 PM,10 AM-8:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,2
Bin Arab Dental and Medical Centre,25.2636642,55.32269,-0.12285649390053084,0.6139017147416134,Closed,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
BURJ NAHAR HOTEL LLC,25.2719876,55.3154731,-0.13103606655330483,-1.324159173258592,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,0
Shoe Show Mega,28.8679783,-82.5813464,-0.11593531704049133,0.017575287664626682,10 AM-9 PM,10 AM-9 PM,1-6 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,4
"Mufaddal Shabbir Building Material Trading LLC - Tarpaulin, Shade Netting & Drywall Screw Supplier",25.271524,55.313038,-0.12789007707146868,0.7629833215108593,8 AM-1:30 PM,8 AM-1:30 PM,Closed,8 AM-1:30 PM,8 AM-1:30 PM,8 AM-1:30 PM,8 AM-1:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Brown Motors Ford,45.4002977,-84.88013049999999,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,5
Pichler Elektronik,50.1403644,8.7512616,-0.11383799071926723,0.017575287664626682,10 AM-8 PM,10 AM-8 PM,Closed,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,10 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,2
Best Brands,25.2640651,55.3155899,-0.1373280455169771,1.0611465350493527,10 AM-12 AM,10 AM-12 AM,10 AM-12 AM,10 AM-12 AM,10 AM-12 AM,10 AM-12 AM,10 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Main-Turm am Hafen - (mobiler) Kanu & SUP-Verleih,50.1127777,8.753281,-0.12726087917510145,0.31573850120312,Closed,4-6 PM,12-4 PM,Closed,Closed,Closed,Closed,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,2
Certified Kitchen and Bakery,43.6298185,-116.2035969,-0.0846851548542523,0.7629833215108593,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,8 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,3
Emirates Stars Hotel Apartments Sharjah,25.3321805,55.3617463,-0.006664615704715953,-0.8769143529508521,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,0
HADI COLLECTION DUBAI,25.2719201,55.3068198,-0.13397232340301854,1.0611465350493527,4-11 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Buchanan Bus Station,55.8656791,-4.2516356,0.290316791380616,0.017575287664626682,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Other,1
Emarat- Hor Al Anz,25.28437,55.329051,-0.09433285593188315,-0.13150631910461932,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
Emarat- Hor Al Anz,25.28437,55.329051,-0.09433285593188315,-0.13150631910461932,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
Emarat- Hor Al Anz,25.28437,55.329051,-0.09433285593188315,-0.13150631910461932,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
Emarat- Hor Al Anz,25.28437,55.329051,-0.09433285593188315,-0.13150631910461932,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Store,0
South Lakes Safari Zoo,54.1682664,-3.1633839,1.1221164103780923,-0.13150631910461932,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tourist,1
Safaa Building Materials | Hor Al Anz,25.2792876,55.331037,-0.1373280455169771,0.6139017147416134,Closed,7 AM-1 PM,7 AM-1 PM,7 AM-1 PM,7 AM-1 PM,7 AM-1 PM,7 AM-1 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
New Generation Electronics,25.272495,55.314678,-0.13124579918542723,0.16665689443387402,Closed,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Livingston Public Library,40.7832091,-74.315804,-0.11845210862596024,0.7629833215108593,10 AM-6 PM,10 AM-5 PM,1-5 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,10 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Library,4
The Skiff Liquor Store,52.2258127,5.1786002,-0.13439178866726337,1.0611465350493527,10 AM-7 PM,10 AM-5 PM,Closed,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
Lawyer SALMA ALKETBI Advocates & Legal Consultants المحامية سلمى الكتبي للمحاماة والاستشارات القانونية,25.2408858,55.3091133,-0.13565018445999782,0.9120649282801067,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,9 AM-5 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Attorney,0
Captain's Port Seafood and Grill Restaurant,25.3001851,55.3732449,-0.10272216121677953,0.017575287664626682,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
House of Fraser,55.858677,-4.2550401,0.6095298574709234,-0.13150631910461932,9:30 AM-7 PM,9 AM-6 PM,10 AM-6 PM,9:30 AM-7 PM,9:30 AM-7 PM,9:30 AM-7 PM,9:30 AM-7 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,1
"First Abu Dhabi Bank (FAB) | City Centre Al Zahia Digital Branch, Sharjah",25.3168766,55.4541785,-0.13376259077089614,-3.262220061258797,4-10 PM,10 AM-10 PM,Closed,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,0
kalalaya - Bikol Yoga_ Music_ Dance_ Events,25.2970246,55.3774674,-0.13061660128906,0.9120649282801067,6:30 AM-9 PM,7 AM-9 PM,7 AM-8 PM,6:30 AM-9 PM,6:30 AM-9 PM,6:30 AM-9 PM,6:30 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
AL LAITH BAKERY,25.3777893,55.483374,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,0
Seemab's Beauty Lounge,25.3662899,55.5668645,-0.1150963865120017,0.6139017147416134,11 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
29 Al Maktoum Rd Parking,25.2660496,55.3111682,-0.1373280455169771,0.6139017147416134,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Parking lot,25.2475438,55.3493558,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Bo dakbedekking,52.0777768,5.0855079,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
Doctor Pet,25.2537516,55.3301708,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Hawal Al Madeena Supermarket LLC,25.2719788,55.3030639,-0.13648911498848748,0.464820107972366,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Supermarket,0
Ocean Casino Resort,39.362815,-74.41577269999999,4.519575318129005,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,4
Milan Nightclub,25.2642251,55.3179284,-0.13544045182787542,-1.4732407800278386,7 PM-3 AM,7 PM-3 AM,7 PM-3 AM,6 PM-3 AM,7 PM-3 AM,6 PM-3 AM,7 PM-3 AM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
AON MIDDLE EAST CO (L.L.C),25.263203,55.3155991,-0.13523071919575302,-1.0259959597200987,8 AM-5 PM,Closed,Closed,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Oud almutina park,25.2625339,55.4386609,-0.13585991709212025,-0.5787511394123593,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
Twenty Four 7 Cafe - by Badshah Palace,25.2430022,55.3406947,-0.10104430015980025,0.31573850120312,10 AM-4 AM,10 AM-4 AM,10 AM-4 AM,10 AM-4 AM,10 AM-4 AM,10 AM-4 AM,10 AM-4 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,0
Sharjah Police Academy,25.3030709,55.4840345,-0.13124579918542723,0.16665689443387402,Closed,Closed,Closed,7:30 AM-3:30 PM,7:30 AM-3:30 PM,7:30 AM-3:30 PM,7:30 AM-3:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Office,0
Dubai Hospital,25.2853739,55.3216345,0.09883089825285606,-0.727832746181606,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hospital,0
Grace's Irish Sports Bar,55.8575804,-4.245936,0.0822620203151857,0.31573850120312,11 AM-3 PM,11 AM-3 PM,11 AM-12 AM,11 AM-12 AM,11 AM-12 AM,11 AM-12 AM,11 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,1
base_frankfurt,50.1174958,8.6838207,-0.13124579918542723,0.16665689443387402,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,2
Dr. Rashied Omer,25.2317573,55.3240299,-0.13124579918542723,0.16665689443387402,4-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Rashied Omer,25.2317573,55.3240299,-0.13124579918542723,0.16665689443387402,4-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Nasreen Salahuddin,25.2317573,55.3240299,-0.1371183128848547,-1.9204856003355781,4-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
