name,latitude,longitude,review_count,rating,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,verified,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,Website_known,Phone_known,main_category,geo_cluster
Lead Handyman Services,25.3247963,55.417346,0.9333456062030595,0.3589790793088691,8-11 AM,8 AM-6 PM,8 AM-6 PM,8 AM-6 AM,8 AM-6 PM,6 AM-6 PM,8 AM-6 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,0
Sunil Ambalavelil - Lawyer and Legal Consultant in Dubai,25.1881895,55.2713409,0.7682212795973759,0.6401843996644799,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Attorney,0
Action,52.1864314,5.2937577,0.9999909930532033,0.0042442681899773635,8:30 AM-9 PM,8:30 AM-6 PM,10 AM-6 PM,8:30 AM-8 PM,8:30 AM-8 PM,8:30 AM-8 PM,8:30 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,3
LIFE Pharmacy - Hala 7,25.3198952,55.3852633,0.9994530334287044,0.0330701371355086,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Pharmacy,0
درب لتاجير السيارات,25.3840232,55.4619067,0.9994596967989509,0.0328681376799655,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Service,0
N R I jewellery L.L.C,25.2737112,55.2999215,0.9935326726564042,0.1135465911607319,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
N R I jewellery L.L.C,25.2737112,55.2999215,0.9935326726564042,0.1135465911607319,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
N R I jewellery L.L.C,25.2737112,55.2999215,0.9935326726564042,0.1135465911607319,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
N R I jewellery L.L.C,25.2737112,55.2999215,0.9935326726564042,0.1135465911607319,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
N R I jewellery L.L.C,25.2737112,55.2999215,0.9935326726564042,0.1135465911607319,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
AL ROMAIZAN JEWELLERY,25.2737112,55.2999215,0.9984356783245657,0.05591239798617568,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
AL ROMAIZAN JEWELLERY,25.2737112,55.2999215,0.9984356783245657,0.05591239798617568,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
AL ROMAIZAN JEWELLERY,25.2737112,55.2999215,0.9984356783245657,0.05591239798617568,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
AL ROMAIZAN JEWELLERY,25.2737112,55.2999215,0.9984356783245657,0.05591239798617568,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
AL ROMAIZAN JEWELLERY,25.2737112,55.2999215,0.9984356783245657,0.05591239798617568,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-4 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
7Cs Diamond & Jewellery Trading LLC,25.2737112,55.2999215,0.9906788398452958,0.1362183404787282,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
7Cs Diamond & Jewellery Trading LLC,25.2737112,55.2999215,0.9906788398452958,0.1362183404787282,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
7Cs Diamond & Jewellery Trading LLC,25.2737112,55.2999215,0.9906788398452958,0.1362183404787282,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
7Cs Diamond & Jewellery Trading LLC,25.2737112,55.2999215,0.9906788398452958,0.1362183404787282,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
7Cs Diamond & Jewellery Trading LLC,25.2737112,55.2999215,0.9906788398452958,0.1362183404787282,Closed,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,10 AM-7 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
Apan Jewellery LLC,25.2737112,55.2999215,0.8864091687662029,0.4629025659112393,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Apan Jewellery LLC,25.2737112,55.2999215,0.8864091687662029,0.4629025659112393,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Apan Jewellery LLC,25.2737112,55.2999215,0.8864091687662029,0.4629025659112393,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Apan Jewellery LLC,25.2737112,55.2999215,0.8864091687662029,0.4629025659112393,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Apan Jewellery LLC,25.2737112,55.2999215,0.8864091687662029,0.4629025659112393,3-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,10 AM-10 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Jewelebrate Jewellery,25.2737112,55.2999215,0.8823529411764707,0.47058823529411764,10 AM-6:30 PM,10 AM-9:30 PM,Closed,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
Jewelebrate Jewellery,25.2737112,55.2999215,0.8823529411764707,0.47058823529411764,10 AM-6:30 PM,10 AM-9:30 PM,Closed,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
Jewelebrate Jewellery,25.2737112,55.2999215,0.8823529411764707,0.47058823529411764,10 AM-6:30 PM,10 AM-9:30 PM,Closed,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
Jewelebrate Jewellery,25.2737112,55.2999215,0.8823529411764707,0.47058823529411764,10 AM-6:30 PM,10 AM-9:30 PM,Closed,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
Jewelebrate Jewellery,25.2737112,55.2999215,0.8823529411764707,0.47058823529411764,10 AM-6:30 PM,10 AM-9:30 PM,Closed,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,10 AM-6:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeweler,0
RAGHEEF SOFARA BAKERY مخبز رغيف السفراء,25.1897338,55.4044333,0.9995812880571783,0.02893524781218148,6 AM-12 AM,6 AM-1 AM,6 AM-1 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bakery,0
TERMINAL TYRES REP. SERVICE (Br.2),25.3027234,55.6254911,0.7071067811865475,0.7071067811865475,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Shop,0
Nest Hotels Management GmbH,50.10496,8.6882,0.9906788398452958,0.1362183404787282,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hotel,3
Khazama Beauty Salon,25.4214217,55.5260366,0.8,0.6,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Beauty,0
Talking Finance,52.0990062,5.1216442,0.9906788398452958,0.1362183404787282,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bank,3
Smartech Building Materials L. L.C,25.2735875,55.3135432,0.6298019584212192,0.7767557487195037,8 AM-12:30 PM,8 AM-1:30 PM,Closed,8 AM-1:30 PM,8 AM-1:30 PM,8 AM-1:30 PM,8 AM-1:30 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Store,0
Police Station,55.9354422,-4.3163857,0.7071067811865475,0.7071067811865475,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Office,4
Vic Roofing LLC,38.939556,-84.5404014,0.9906788398452958,0.1362183404787282,7 AM-5 PM,Closed,Closed,7 AM-5 PM,7 AM-5 PM,7 AM-5 PM,7 AM-5 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Service,2
Fazza Flowers UAE Flowers & Gift Shop,25.140218,55.2430907,0.9906788398452958,0.1362183404787282,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
MHBH MOHHAMMED HASSAN BABA HASSAN REAL ESTATE,25.2826903,55.3547698,0.5547001962252291,0.8320502943378437,8 AM-6 PM,Closed,Closed,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,8 AM-6 PM,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Agency,0
"Park, نادي الظفرة للرماية حديقة",23.6710367,53.7108939,0.3713906763541037,0.9284766908852594,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Park,0
All Bar One George St Edinburgh,55.9537725,-3.1970607,0.9999972089073534,0.002362663222462737,9 AM-1 AM,9 AM-1 AM,9 AM-10:30 PM,9 AM-11 PM,9 AM-11 PM,9 AM-11 PM,9 AM-12 AM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Restaurant,4
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Ahmed El Khashab,25.2339847,55.3182372,0.5144957554275265,0.8574929257125441,Closed,8 AM-8 PM,9 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,8 AM-8 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr Batra’s Homeopathy Clinic,25.2339847,55.3182372,0.9999931065891094,0.0037130545729890984,3-9 PM,10 AM-9 PM,12-8 PM,12-9 PM,12-9 PM,12-9 PM,12-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr.Fatma Almarashi,25.2339847,55.3182372,0.9748585065718673,0.2228248015021411,Closed,Closed,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Physiocare - physiotherapy center,25.2339847,55.3182372,0.9995371835008332,0.030420696889155795,11 AM-9 PM,9 AM-9:30 PM,9 AM-9:30 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,9 AM-9 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
Dr. Yasmin Kottait Clinic,25.2339847,55.3182372,0.9990093253410681,0.044501324492465764,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,9 AM-2 PM,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other,0
